Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,GAA,SO,GPS,MIN,QS,RBS,GSAA,G,A,PTS,PIM,Season,SV%,QS%,GA%
Martin Jones,25, LAK,15,11,4,5,2,29,307,278,2.24,3,1.5,775,5,2,0.0,0,1,1,0,2014-15,0.9059999999999999,0.455,0
Anton Khudobin,28, CAR,34,32,8,17,6,87,874,787,2.72,1,3.8,1920,16,9,-12.4,0,0,0,0,2014-15,0.9,0.5,117
Keith Kinkaid,25, NJD,19,13,6,5,4,40,469,429,2.59,0,2.8,925,8,0,0.03,0,0,0,0,2014-15,0.915,0.615,100
Darcy Kuemper,24, MIN,31,28,14,12,2,68,718,650,2.6,3,3.5,1569,15,7,-6.72,0,0,0,0,2014-15,0.905,0.536,111
Jason LaBarbera,35, ANA,5,2,2,0,1,9,99,90,2.6,0,0.5,207,2,0,0.0,0,0,0,0,2014-15,0.909,1.0,0
Eddie Lack,27, VAN,41,35,18,13,4,95,1201,1106,2.45,2,8.1,2324,18,5,7.51,0,0,0,2,2014-15,0.9209999999999999,0.514,93
Robin Lehner,23, OTT,25,24,9,12,3,74,779,705,3.02,0,3.8,1471,11,2,-7.51,0,1,1,0,2014-15,0.905,0.45799999999999996,111
Kari Lehtonen,31, DAL,65,65,34,17,10,181,1875,1694,2.94,5,8.7,3698,30,12,-20.96,0,3,3,2,2014-15,0.903,0.462,113
Anders Lindback,26, TOT,26,22,6,16,2,73,798,725,3.11,0,4.2,1408,8,3,-4.89,0,1,1,4,2014-15,0.909,0.364,107
Anders Lindback,26, BUF,16,15,4,8,2,41,542,501,2.76,0,3.9,891,8,1,5.26,0,0,0,4,2014-15,0.924,0.5329999999999999,89
Anders Lindback,26, DAL,10,7,2,8,0,32,256,224,3.71,0,0.3,517,0,2,0.0,0,1,1,0,2014-15,0.875,0.0,0
Henrik Lundqvist,32, NYR,46,46,30,13,3,103,1329,1226,2.25,5,9.2,2743,29,4,10.43,0,1,1,0,2014-15,0.922,0.63,91
Roberto Luongo,35, FLA,61,61,28,19,12,138,1743,1605,2.35,2,11.8,3528,36,9,10.77,0,0,0,0,2014-15,0.9209999999999999,0.59,93
Andrey Makarov,21, BUF,1,1,0,1,0,3,36,33,3.0,0,0.2,60,1,0,0.0,0,0,0,0,2014-15,0.917,1.0,0
Jacob Markstrom,25, VAN,3,2,1,1,0,4,33,29,3.09,0,0.1,78,1,1,0.0,0,0,0,0,2014-15,0.879,0.5,0
Steve Mason,26, PHI,51,48,18,18,11,108,1490,1382,2.25,3,11.3,2885,29,4,19.18,0,3,3,2,2014-15,0.9279999999999999,0.604,85
Marek Mazanec,23, NSH,2,1,0,1,0,4,47,43,2.27,0,0.3,106,1,0,0.0,0,0,0,0,2014-15,0.915,1.0,0
Thomas McCollum,25, DET,2,0,1,0,0,1,25,24,0.91,0,0.3,66,0,0,0.0,0,0,0,0,2014-15,0.96,0.0,0
Curtis McElhinney,31, CBJ,32,28,12,14,2,82,949,867,2.88,0,5.6,1710,12,2,-1.0,0,0,0,0,2014-15,0.914,0.429,101
Mike McKenna,31, ARI,1,1,0,1,0,5,34,29,5.0,0,0.0,60,0,0,0.0,0,0,0,0,2014-15,0.853,0.0,0
Ryan Miller,34, VAN,45,45,29,15,1,107,1198,1091,2.53,6,6.6,2542,22,8,-4.75,0,0,0,0,2014-15,0.9109999999999999,0.489,105
Al Montoya,29, FLA,20,13,6,7,2,49,453,404,3.01,0,1.5,977,6,3,-10.33,0,0,0,2,2014-15,0.892,0.462,127
Petr Mrazek,22, DET,29,26,16,9,2,63,768,705,2.38,3,4.9,1585,15,6,2.55,0,0,0,0,2014-15,0.9179999999999999,0.5770000000000001,96
Evgeni Nabokov,39, TBL,11,9,3,6,2,29,245,216,3.14,0,0.5,553,5,2,0.0,0,1,1,2,2014-15,0.882,0.556,0
Michal Neuvirth,26, TOT,32,32,7,20,4,92,1067,975,2.98,0,6.3,1850,16,4,-0.93,0,0,0,0,2014-15,0.914,0.5,101
Michal Neuvirth,26, BUF,27,27,6,17,3,77,941,864,2.99,0,6.1,1544,15,3,3.32,0,0,0,0,2014-15,0.9179999999999999,0.556,96
Michal Neuvirth,26, NYI,5,5,1,3,1,15,126,111,2.94,0,0.2,306,1,1,0.0,0,0,0,0,2014-15,0.8809999999999999,0.2,0
Antti Niemi,31, SJS,61,61,31,23,7,155,1811,1656,2.59,5,10.8,3588,32,9,-0.43,0,3,3,0,2014-15,0.914,0.525,100
Joni Ortio,23, CGY,6,6,4,2,0,14,153,139,2.52,1,0.8,333,3,2,0.0,0,0,0,0,2014-15,0.9079999999999999,0.5,0
Ondrej Pavelec,27, WPG,50,46,22,16,8,108,1353,1245,2.28,5,9.0,2838,23,5,7.48,0,0,0,2,2014-15,0.92,0.5,94
Justin Peters,28, WSH,12,9,3,6,1,35,294,259,3.25,0,0.6,647,1,3,0.0,0,0,0,0,2014-15,0.8809999999999999,0.111,0
Calvin Pickard,22, COL,16,13,6,7,3,35,511,476,2.35,0,4.1,895,9,1,8.62,0,0,0,0,2014-15,0.932,0.6920000000000001,80
Kevin Poulin,24, NYI,1,1,0,0,1,3,26,23,2.77,0,0.1,65,0,0,0.0,0,0,0,0,2014-15,0.885,0.0,0
Carey Price,27, MTL,66,66,44,16,6,130,1953,1823,1.96,9,16.2,3977,39,6,36.7,0,1,1,4,2014-15,0.9329999999999999,0.591,78
Jonathan Quick,29, LAK,72,71,36,22,13,156,1896,1740,2.24,6,12.1,4184,36,9,5.83,0,1,1,18,2014-15,0.9179999999999999,0.507,96
Antti Raanta,25, CHI,14,12,7,4,1,25,389,364,1.89,2,3.3,792,8,1,8.2,0,0,0,0,2014-15,0.9359999999999999,0.667,75
Karri Ramo,28, CGY,34,32,15,9,3,75,852,777,2.6,2,4.8,1731,14,5,-2.28,0,0,0,0,2014-15,0.912,0.43799999999999994,103
Tuukka Rask,27, BOS,70,67,34,21,13,156,2011,1855,2.3,3,14.0,4063,42,8,15.65,0,0,0,8,2014-15,0.922,0.627,91
James Reimer,26, TOR,35,27,9,16,1,93,1001,908,3.16,0,5.1,1767,13,7,-7.56,0,0,0,2,2014-15,0.907,0.48100000000000004,109
Pekka Rinne,32, NSH,64,64,41,17,6,140,1807,1667,2.18,4,12.6,3851,43,7,14.23,0,1,1,8,2014-15,0.9229999999999999,0.672,91
Jussi Rynnas,27, DAL,2,1,0,1,0,7,44,37,4.54,0,-0.1,92,0,1,0.0,0,0,0,0,2014-15,0.841,0.0,0
Cory Schneider,28, NJD,69,68,26,31,9,148,1982,1834,2.26,5,14.5,3924,41,7,21.17,0,2,2,0,2014-15,0.925,0.603,87
Ben Scrivens,28, EDM,57,53,15,26,11,170,1542,1372,3.16,1,4.6,3228,19,13,-38.39,0,1,1,4,2014-15,0.89,0.358,129
Mackenzie Skapski,20, NYR,2,2,2,0,0,1,45,44,0.5,1,0.6,119,2,0,0.0,0,0,0,0,2014-15,0.978,1.0,0
Mike Smith,32, ARI,62,61,14,42,5,187,1955,1768,3.16,0,9.3,3556,29,12,-20.13,0,1,1,10,2014-15,0.904,0.475,112
Alex Stalock,27, SJS,22,19,8,9,2,54,553,499,2.62,2,2.5,1237,10,1,-6.8,0,0,0,2,2014-15,0.902,0.526,114
Malcolm Subban,21, BOS,1,1,0,1,0,3,6,3,5.76,0,-0.3,31,0,1,0.0,0,0,0,0,2014-15,0.5,0.0,0
Niklas Svedberg,25, BOS,18,14,7,5,1,35,425,390,2.33,2,2.7,900,9,2,1.28,0,0,0,0,2014-15,0.9179999999999999,0.643,96
Cam Talbot,27, NYR,36,34,21,9,4,77,1038,961,2.21,5,7.6,2095,17,2,11.6,0,0,0,0,2014-15,0.9259999999999999,0.5,87
Dustin Tokarski,25, MTL,17,16,6,6,4,46,509,463,2.75,0,2.7,1005,8,1,-2.56,0,1,1,0,2014-15,0.91,0.5,106
Semyon Varlamov,26, COL,57,57,28,20,8,141,1791,1650,2.56,5,12.2,3307,33,6,11.87,0,0,0,4,2014-15,0.9209999999999999,0.579,92
Andrei Vasilevskiy,20, TBL,16,13,7,5,1,34,415,381,2.36,1,2.7,864,7,1,1.42,0,0,0,0,2014-15,0.9179999999999999,0.5379999999999999,96
Cam Ward,30, CAR,51,50,22,24,5,121,1351,1230,2.4,1,7.4,3026,26,7,-5.69,0,0,0,4,2014-15,0.91,0.52,105
Jeff Zatkoff,27, PIT,1,0,0,1,0,1,17,16,1.63,0,0.2,37,0,0,0.0,0,0,0,0,2014-15,0.941,0.0,0
Rob Zepp,33, PHI,10,9,5,2,0,25,223,198,2.89,0,0.6,519,1,2,0.0,0,0,0,0,2014-15,0.888,0.111,0
Sami Aittokallio,21, COL,1,1,0,1,0,3,18,15,4.5,0,-0.1,40,0,1,0.0,0,0,0,0,2013-14,0.833,0.0,0
Frederik Andersen,24, ANA,28,24,20,5,0,60,783,723,2.29,0,5.6,1569,12,0,7.47,0,1,1,0,2013-14,0.9229999999999999,0.5,89
Craig Anderson,32, OTT,53,52,25,16,8,150,1680,1530,3.0,4,9.5,3000,26,10,-5.24,0,1,1,2,2013-14,0.9109999999999999,0.5,104
Richard Bachman,26, EDM,3,3,0,2,1,7,83,76,3.03,0,0.5,139,1,2,0.0,0,0,0,0,2013-14,0.9159999999999999,0.33299999999999996,0
Niklas Backstrom,35, MIN,21,19,5,11,2,55,546,491,3.02,0,2.3,1094,9,3,-7.95,0,0,0,0,2013-14,0.899,0.474,117
Jonathan Bernier,25, TOR,55,49,26,19,7,139,1788,1649,2.7,1,12.6,3084,30,5,15.07,0,1,1,4,2013-14,0.922,0.612,90
Reto Berra,27, TOT,31,29,9,18,3,88,820,732,3.07,0,2.9,1720,14,7,-17.34,0,0,0,2,2013-14,0.893,0.483,125
Reto Berra,27, CGY,29,27,9,17,2,81,788,707,2.95,0,3.2,1648,14,5,-13.1,0,0,0,2,2013-14,0.897,0.519,119
Reto Berra,27, COL,2,2,0,1,1,7,32,25,5.85,0,-0.3,72,0,2,0.0,0,0,0,0,2013-14,0.7809999999999999,0.0,0
Martin Biron,36, NYR,2,1,0,1,0,9,38,29,7.65,0,-0.5,71,0,1,0.0,0,0,0,0,2013-14,0.763,0.0,0
Ben Bishop,27, TBL,63,63,37,14,7,133,1758,1625,2.23,5,12.9,3586,38,8,18.48,0,2,2,4,2013-14,0.924,0.603,88
Sergei Bobrovsky,25, CBJ,58,57,32,20,5,131,1699,1568,2.38,5,12.1,3299,35,5,15.4,0,1,1,2,2013-14,0.9229999999999999,0.614,89
Martin Brodeur*,41, NJD,39,39,19,14,6,96,971,875,2.51,3,4.4,2297,18,8,-12.33,0,3,3,2,2013-14,0.9009999999999999,0.462,115
Ilya Bryzgalov,33, TOT,32,30,12,9,8,81,891,810,2.68,4,4.9,1814,16,4,-4.23,0,0,0,0,2013-14,0.909,0.5329999999999999,106
Ilya Bryzgalov,33, EDM,20,19,5,8,5,57,622,565,3.01,1,3.4,1135,10,2,-3.4,0,0,0,0,2013-14,0.9079999999999999,0.526,106
Ilya Bryzgalov,33, MIN,12,11,7,1,3,24,269,245,2.12,3,1.5,679,6,2,0.0,0,0,0,0,2013-14,0.9109999999999999,0.545,0
Peter Budaj,31, MTL,24,21,10,8,3,56,615,559,2.51,1,3.4,1338,9,3,-3.01,0,0,0,6,2013-14,0.909,0.429,106
Jack Campbell,22, DAL,1,1,0,1,0,6,47,41,6.0,0,0.0,60,0,0,0.0,0,0,0,0,2013-14,0.872,0.0,0
Scott Clemmensen,36, FLA,17,14,6,7,1,47,454,407,3.08,0,1.8,914,6,3,-7.88,0,1,1,0,2013-14,0.8959999999999999,0.429,120
Corey Crawford,29, CHI,59,56,32,16,10,128,1533,1405,2.26,2,9.8,3395,31,6,4.09,0,1,1,0,2013-14,0.917,0.5539999999999999,97
John Curry,29, MIN,2,1,1,0,0,4,57,53,3.01,0,0.5,80,1,0,0.0,0,0,0,0,2013-14,0.93,1.0,0
Cedrick Desjardins,28, TBL,1,0,0,1,0,2,13,11,6.65,0,0.0,18,0,0,0.0,0,0,0,2,2013-14,0.846,0.0,0
Devan Dubnyk,27, TOT,34,31,11,18,3,103,945,842,3.43,2,3.1,1802,11,8,-21.57,0,0,0,6,2013-14,0.8909999999999999,0.355,126
Devan Dubnyk,27, EDM,32,29,11,17,2,94,885,791,3.36,2,3.2,1678,11,7,-17.74,0,0,0,6,2013-14,0.894,0.379,123
Devan Dubnyk,27, NSH,2,2,0,1,1,9,60,51,4.36,0,-0.1,124,0,1,0.0,0,0,0,0,2013-14,0.85,0.0,0
Brian Elliott,28, STL,31,25,18,6,2,53,681,628,1.96,4,4.8,1624,15,2,5.68,0,2,2,0,2013-14,0.922,0.6,90
Dan Ellis,33, TOT,20,16,5,11,0,62,514,452,3.62,1,1.0,1027,4,6,-17.71,0,1,1,0,2013-14,0.879,0.25,140
Dan Ellis,33, DAL,14,11,5,6,0,35,349,314,3.04,1,1.5,690,4,2,-4.93,0,1,1,0,2013-14,0.9,0.364,116
Dan Ellis,33, FLA,6,5,0,5,0,27,165,138,4.8,0,-0.5,337,0,4,0.0,0,0,0,0,2013-14,0.836,0.0,0
Ray Emery,31, PHI,28,21,9,12,2,69,711,642,2.96,2,3.4,1398,11,2,-7.74,0,0,0,31,2013-14,0.903,0.524,113
Jhonas Enroth,25, BUF,28,26,4,17,5,74,834,760,2.82,0,4.8,1574,14,3,-2.14,0,0,0,0,2013-14,0.9109999999999999,0.5379999999999999,103
Joacim Eriksson,23, VAN,1,0,0,0,0,6,31,25,9.99,0,-0.2,36,0,0,0.0,0,0,0,0,2013-14,0.8059999999999999,0.0,0
Viktor Fasth,31, TOT,12,12,5,5,2,33,340,307,2.83,0,1.6,701,5,2,-3.7,0,0,0,0,2013-14,0.903,0.41700000000000004,113
Viktor Fasth,31, EDM,7,7,3,3,1,18,209,191,2.73,0,1.3,396,4,1,0.0,0,0,0,0,2013-14,0.914,0.5710000000000001,0
Viktor Fasth,31, ANA,5,5,2,2,1,15,131,116,2.95,0,0.3,305,1,1,0.0,0,0,0,0,2013-14,0.885,0.2,0
Marc-Andre Fleury,29, PIT,64,64,39,18,5,150,1774,1624,2.37,5,11.1,3792,33,11,2.86,0,0,0,4,2013-14,0.915,0.516,98
John Gibson,20, ANA,3,3,3,0,0,4,87,83,1.33,1,0.9,181,3,0,0.0,0,0,0,0,2013-14,0.9540000000000001,1.0,0
Jean-Sebastien Giguere,36, COL,22,19,11,6,1,53,608,555,2.62,2,3.6,1212,12,4,-0.61,0,0,0,4,2013-14,0.9129999999999999,0.632,101
Thomas Greiss,28, PHX,25,20,10,8,5,50,626,576,2.29,2,4.3,1312,12,2,3.94,0,0,0,0,2013-14,0.92,0.6,93
Philipp Grubauer,22, WSH,17,14,6,5,5,35,469,434,2.38,0,3.5,883,9,2,5.41,0,0,0,0,2013-14,0.925,0.643,87
Kristers Gudlevskis,21, TBL,1,1,1,0,0,2,38,36,2.01,0,0.4,60,1,0,0.0,0,0,0,0,2013-14,0.9470000000000001,1.0,0
Jonas Gustavsson,29, DET,27,26,16,5,4,68,735,667,2.63,0,3.9,1551,13,6,-4.67,0,0,0,0,2013-14,0.907,0.5,107
Matt Hackett,23, BUF,8,8,1,6,1,22,239,217,3.1,0,1.3,426,4,1,0.0,0,0,0,0,2013-14,0.9079999999999999,0.5,0
Jaroslav Halak,28, TOT,52,50,29,13,7,110,1385,1275,2.25,5,9.5,2939,30,6,9.34,0,1,1,0,2013-14,0.9209999999999999,0.6,92
Jaroslav Halak,28, STL,40,38,24,9,4,83,1002,919,2.23,4,6.5,2238,22,6,3.34,0,1,1,0,2013-14,0.917,0.579,96
Jaroslav Halak,28, WSH,12,12,5,4,3,27,383,356,2.31,1,3.0,701,8,0,6.0,0,0,0,0,2013-14,0.93,0.667,82
Andrew Hammond,25, OTT,1,0,0,0,0,0,11,11,0.0,0,0.2,35,0,0,0.0,0,0,0,0,2013-14,1.0,0.0,0
Josh Harding,29, MIN,29,26,18,7,3,46,690,644,1.66,3,5.8,1668,21,3,13.45,0,0,0,0,2013-14,0.9329999999999999,0.8079999999999999,77
Cal Heeter,25, PHI,1,1,0,0,1,5,38,33,4.69,0,0.0,64,0,0,0.0,0,0,0,0,2013-14,0.868,0.0,0
Magnus Hellberg,22, NSH,1,0,0,0,0,1,4,3,4.92,0,-0.1,12,0,0,0.0,0,0,0,0,2013-14,0.75,0.0,0
Jonas Hiller,31, ANA,50,50,29,13,7,120,1348,1228,2.48,5,7.7,2909,27,11,-3.85,0,2,2,0,2013-14,0.9109999999999999,0.54,103
Braden Holtby,24, WSH,48,45,23,15,4,126,1475,1349,2.85,4,9.0,2656,26,7,1.1,0,2,2,7,2013-14,0.915,0.578,99
Jimmy Howard,29, DET,51,50,21,19,11,133,1482,1349,2.66,2,8.3,3004,25,7,-5.3,0,0,0,6,2013-14,0.91,0.5,104
Michael Hutchinson,23, WPG,3,3,2,1,0,5,88,83,1.64,0,0.8,183,3,0,0.0,0,0,0,0,2013-14,0.943,1.0,0
Carter Hutton,28, NSH,40,34,20,11,4,91,1006,915,2.62,1,5.6,2085,15,8,-4.32,0,1,1,2,2013-14,0.91,0.441,105
Chad Johnson,27, BOS,27,23,17,4,3,53,708,655,2.1,2,5.2,1511,15,2,8.01,0,0,0,0,2013-14,0.925,0.652,87
Martin Jones,24, LAK,19,18,12,6,0,33,500,467,1.81,4,4.2,1095,13,1,10.08,0,1,1,0,2013-14,0.934,0.722,77
Nikolai Khabibulin,41, CHI,4,4,1,0,1,14,74,60,5.01,0,-0.5,168,1,3,0.0,0,0,0,0,2013-14,0.8109999999999999,0.25,0
Anton Khudobin,27, CAR,36,34,19,14,1,80,1076,996,2.3,1,8.0,2084,22,2,12.72,0,0,0,0,2013-14,0.9259999999999999,0.647,86
Connor Knapp,23, BUF,2,1,0,0,1,4,32,28,3.14,0,0.0,77,0,0,0.0,0,1,1,0,2013-14,0.875,0.0,0
Darcy Kuemper,23, MIN,26,25,12,8,4,60,702,642,2.43,2,4.3,1480,12,4,0.49,0,0,0,0,2013-14,0.915,0.48,99
Jason LaBarbera,34, EDM,7,4,1,3,0,19,146,127,3.27,0,0.1,348,0,3,0.0,0,0,0,0,2013-14,0.87,0.0,0
Eddie Lack,26, VAN,41,37,16,17,5,93,1052,959,2.41,4,6.1,2319,20,5,-2.35,0,0,0,0,2013-14,0.912,0.541,103
Nathan Lawson,30, OTT,1,0,0,0,0,2,10,8,10.11,0,-0.1,12,0,0,0.0,0,0,0,0,2013-14,0.8,0.0,0
Robin Lehner,22, OTT,36,30,12,15,6,99,1141,1042,3.06,1,6.8,1942,19,5,-0.68,0,0,0,4,2013-14,0.9129999999999999,0.633,101
Kari Lehtonen,30, DAL,65,64,33,20,10,153,1888,1735,2.41,5,12.6,3804,36,10,9.68,0,4,4,4,2013-14,0.919,0.563,94
Nathan Lieuwen,22, BUF,7,5,1,4,0,18,191,173,2.97,0,1.0,363,2,0,0.0,0,0,0,0,2013-14,0.9059999999999999,0.4,0
Anders Lindback,25, TBL,23,18,8,12,2,63,580,517,2.9,1,1.9,1302,6,3,-13.02,0,0,0,2,2013-14,0.8909999999999999,0.33299999999999996,126
Henrik Lundqvist,31, NYR,63,62,33,24,5,144,1810,1666,2.36,5,12.4,3655,36,9,11.96,0,4,4,0,2013-14,0.92,0.581,92
Roberto Luongo,34, TOT,56,56,25,23,7,129,1589,1460,2.4,4,10.6,3222,29,4,7.92,0,0,0,2,2013-14,0.919,0.518,94
Roberto Luongo,34, VAN,42,42,19,16,6,96,1157,1061,2.38,3,7.4,2418,22,4,3.69,0,0,0,0,2013-14,0.917,0.524,96
Roberto Luongo,34, FLA,14,14,6,7,1,33,432,399,2.46,1,3.1,804,7,0,4.22,0,0,0,2,2013-14,0.924,0.5,89
Joey MacDonald,33, CGY,11,9,5,4,1,29,264,235,2.91,0,0.8,599,2,2,0.0,0,0,0,2,2013-14,0.89,0.222,0
Drew MacIntyre,30, TOR,2,1,0,1,0,4,51,47,2.54,0,0.4,95,0,0,0.0,0,0,0,0,2013-14,0.922,0.0,0
Jacob Markstrom,24, TOT,16,12,2,8,3,46,361,315,3.39,0,0.4,814,3,4,-14.89,0,0,0,0,2013-14,0.873,0.25,148
Jacob Markstrom,24, FLA,12,9,1,6,3,36,285,249,3.52,0,0.3,614,2,3,0.0,0,0,0,0,2013-14,0.8740000000000001,0.222,0
Jacob Markstrom,24, VAN,4,3,1,2,0,10,76,66,3.01,0,0.0,200,1,1,0.0,0,0,0,0,2013-14,0.868,0.33299999999999996,0
Steve Mason,25, PHI,61,60,33,18,7,145,1751,1606,2.5,4,11.3,3486,35,9,5.88,0,1,1,10,2013-14,0.917,0.583,96
Marek Mazanec,22, NSH,25,22,8,10,4,64,650,586,2.8,2,3.0,1370,11,6,-7.99,0,0,0,0,2013-14,0.902,0.5,114
Curtis McElhinney,30, CBJ,28,21,10,11,1,64,703,639,2.7,2,3.8,1423,12,3,-3.43,0,1,1,0,2013-14,0.909,0.5710000000000001,106
Mike McKenna,30, CBJ,4,3,1,1,1,11,114,103,3.01,0,0.5,219,0,0,0.0,0,0,0,0,2013-14,0.904,0.0,0
Ryan Miller,33, TOT,59,59,25,30,4,154,1885,1731,2.64,1,12.4,3501,36,7,8.42,0,2,2,0,2013-14,0.9179999999999999,0.61,95
Ryan Miller,33, BUF,40,40,15,22,3,108,1411,1303,2.72,0,10.2,2384,27,4,13.58,0,2,2,0,2013-14,0.9229999999999999,0.675,89
Ryan Miller,33, STL,19,19,10,8,1,46,474,428,2.47,1,2.2,1117,9,3,-5.16,0,0,0,0,2013-14,0.903,0.474,113
Al Montoya,28, WPG,28,22,13,8,3,59,737,678,2.3,2,5.0,1541,13,1,4.5,0,0,0,2,2013-14,0.92,0.591,93
Petr Mrazek,21, DET,9,6,2,4,0,13,178,165,1.74,2,1.4,449,4,1,0.0,0,0,0,0,2013-14,0.927,0.667,0
Evgeni Nabokov,38, NYI,40,39,15,14,8,103,1085,982,2.74,4,5.4,2254,16,8,-9.51,0,1,1,4,2013-14,0.905,0.41,110
Michal Neuvirth,25, TOT,15,13,4,8,2,41,517,476,2.78,0,3.6,884,9,2,3.55,0,1,1,0,2013-14,0.9209999999999999,0.6920000000000001,92
Michal Neuvirth,25, WSH,13,11,4,6,2,36,419,383,2.82,0,2.5,767,7,2,0.1,0,1,1,0,2013-14,0.914,0.636,100
Michal Neuvirth,25, BUF,2,2,0,2,0,5,98,93,2.56,0,1.0,117,2,0,0.0,0,0,0,0,2013-14,0.9490000000000001,1.0,0
Antti Niemi,30, SJS,64,64,39,17,7,149,1705,1556,2.39,4,10.1,3740,30,9,-2.09,0,2,2,0,2013-14,0.9129999999999999,0.469,101
Anders Nilsson,23, NYI,19,17,8,7,2,57,548,491,3.11,0,2.1,1101,6,4,-9.78,0,0,0,2,2013-14,0.8959999999999999,0.353,121
Cristopher Nilstorp,29, DAL,1,0,0,0,0,3,17,14,4.56,0,-0.1,39,0,0,0.0,0,0,0,0,2013-14,0.8240000000000001,0.0,0
Joni Ortio,22, CGY,9,9,4,4,0,21,193,172,2.52,0,0.6,501,3,1,0.0,0,2,2,0,2013-14,0.8909999999999999,0.33299999999999996,0
Ondrej Pavelec,26, WPG,57,57,22,26,7,163,1644,1481,3.01,1,7.4,3248,24,12,-21.34,0,3,3,0,2013-14,0.9009999999999999,0.42100000000000004,115
Justin Peters,27, CAR,21,20,7,9,4,51,626,575,2.5,1,4.1,1225,11,3,2.94,0,2,2,4,2013-14,0.919,0.55,95
Kevin Poulin,23, NYI,28,26,11,16,1,89,820,731,3.29,0,2.8,1625,8,8,-18.34,0,0,0,0,2013-14,0.8909999999999999,0.308,126
Carey Price,26, MTL,59,59,34,20,5,134,1828,1694,2.32,6,13.9,3464,38,7,23.51,0,2,2,4,2013-14,0.927,0.644,85
Jonathan Quick,28, LAK,49,49,27,17,4,100,1183,1083,2.07,6,7.4,2904,26,6,1.93,0,2,2,2,2013-14,0.915,0.531,98
Antti Raanta,24, CHI,25,22,13,5,4,63,610,547,2.71,1,2.4,1397,12,6,-10.44,0,1,1,0,2013-14,0.897,0.545,120
Karri Ramo,27, CGY,40,37,17,15,4,97,1091,994,2.65,2,6.2,2194,19,5,-2.99,0,1,1,10,2013-14,0.9109999999999999,0.514,103
Tuukka Rask,26, BOS,58,58,36,15,6,115,1641,1526,2.04,7,13.1,3386,39,8,26.4,0,2,2,2,2013-14,0.93,0.672,81
James Reimer,25, TOR,36,32,12,16,1,97,1094,997,3.26,1,6.3,1785,16,8,-2.73,0,0,0,2,2013-14,0.9109999999999999,0.5,103
Pekka Rinne,31, NSH,24,24,10,10,3,63,645,582,2.77,2,3.0,1367,12,8,-7.42,0,0,0,0,2013-14,0.902,0.5,113
Cory Schneider,27, NJD,45,43,16,15,12,88,1107,1019,1.97,3,7.6,2680,25,4,7.39,0,0,0,4,2013-14,0.9209999999999999,0.581,92
Ben Scrivens,27, TOT,40,35,16,16,4,94,1205,1111,2.55,4,8.5,2210,22,3,9.83,0,1,1,6,2013-14,0.922,0.629,91
Ben Scrivens,27, EDM,21,20,9,11,0,62,741,679,3.01,1,4.7,1235,12,3,1.85,0,0,0,6,2013-14,0.9159999999999999,0.6,97
Ben Scrivens,27, LAK,19,15,7,5,4,32,464,432,1.97,3,3.8,975,10,0,7.98,0,1,1,0,2013-14,0.9309999999999999,0.667,80
Kent Simpson,21, CHI,1,0,0,0,0,2,7,5,6.0,0,-0.1,20,0,0,0.0,0,0,0,0,2013-14,0.7140000000000001,0.0,0
Mike Smith,31, PHX,62,61,27,21,10,159,1871,1712,2.64,3,11.6,3610,35,5,2.22,1,3,4,14,2013-14,0.915,0.574,99
Alex Stalock,26, SJS,24,18,12,5,2,39,571,532,1.87,2,4.7,1252,12,1,10.2,0,0,0,2,2013-14,0.932,0.667,79
Niklas Svedberg,24, BOS,1,1,1,0,0,2,35,33,1.97,0,0.3,61,1,0,0.0,0,0,0,0,2013-14,0.943,1.0,0
Cam Talbot,26, NYR,21,19,12,6,1,33,560,527,1.64,3,5.2,1211,16,0,15.25,0,0,0,0,2013-14,0.941,0.8420000000000001,68
Tim Thomas,39, TOT,48,45,18,24,4,128,1390,1262,2.88,0,7.4,2663,25,7,-8.23,0,1,1,4,2013-14,0.9079999999999999,0.556,107
Tim Thomas,39, FLA,40,40,16,20,3,110,1206,1096,2.87,0,6.6,2299,23,6,-6.08,0,1,1,4,2013-14,0.909,0.575,106
Tim Thomas,39, DAL,8,5,2,4,1,18,184,166,2.97,0,0.9,364,2,1,0.0,0,0,0,0,2013-14,0.902,0.4,0
Dustin Tokarski,24, MTL,3,2,2,0,0,5,93,88,1.84,1,0.9,163,2,0,0.0,0,0,0,0,2013-14,0.946,1.0,0
Semyon Varlamov,25, COL,63,60,41,14,6,146,2013,1867,2.41,2,15.5,3640,44,4,27.45,0,3,3,2,2013-14,0.927,0.733,84
Mark Visentin,21, PHX,1,1,0,1,0,3,32,29,3.06,0,0.2,59,0,0,0.0,0,0,0,0,2013-14,0.9059999999999999,0.0,0
Cam Ward,29, CAR,30,28,10,12,6,84,824,740,3.06,0,3.4,1645,11,6,-13.0,0,1,1,2,2013-14,0.898,0.39299999999999996,118
Jeff Zatkoff,26, PIT,20,18,12,6,2,51,582,531,2.61,1,3.4,1171,9,3,-0.85,0,1,1,0,2013-14,0.912,0.5,102
Sami Aittokallio,20, COL,1,1,0,0,0,2,25,23,2.43,0,0.2,49,1,0,0.0,0,0,0,0,2012-13,0.92,1.0,0
Jake Allen,22, STL,15,13,9,4,0,33,346,313,2.46,1,1.8,804,6,4,-2.53,0,0,0,0,2012-13,0.905,0.462,108
