Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,GAA,SO,GPS,MIN,QS,RBS,GSAA,G,A,PTS,PIM,Season,SV%,QS%,GA%
Peter Skudra,26, PIT,20,0,5,7,3,48,374,326,3.19,1,0.9,922,0,0,-12.24,0,0,0,0,1999-00,0.872,0.0,134
Garth Snow,30, VAN,32,0,10,15,3,76,775,699,2.68,0,4.5,1712,0,0,-1.9,0,2,2,8,1999-00,0.902,0.0,103
Jamie Storr,24, LAK,42,0,18,15,5,93,1008,915,2.55,1,6.5,2206,0,0,3.37,0,1,1,4,1999-00,0.9079999999999999,0.0,96
Rick Tabaracci,31, TOT,3,0,1,1,0,6,50,44,3.01,0,0.2,119,0,0,0.0,0,0,0,0,1999-00,0.88,0.0,0
Rick Tabaracci,31, COL,2,0,1,0,0,2,18,16,1.99,0,0.1,60,0,0,0.0,0,0,0,0,1999-00,0.889,0.0,0
Rick Tabaracci,31, ATL,1,0,0,1,0,4,32,28,4.07,0,0.1,59,0,0,0.0,0,0,0,0,1999-00,0.875,0.0,0
Robbie Tallas,26, BOS,27,0,4,13,4,72,628,556,3.17,0,2.5,1363,0,0,-11.96,0,0,0,6,1999-00,0.885,0.0,120
Chris Terreri,35, NJD,12,0,2,9,0,37,299,262,3.42,0,0.9,649,0,0,0.0,0,0,0,2,1999-00,0.8759999999999999,0.0,0
Jose Theodore,23, MTL,30,0,12,13,2,58,717,659,2.1,5,5.5,1655,0,0,10.55,0,0,0,0,1999-00,0.919,0.0,85
Jocelyn Thibault,25, CHI,60,0,25,26,7,158,1679,1521,2.76,3,10.5,3438,0,0,2.53,0,0,0,2,1999-00,0.9059999999999999,0.0,98
Ron Tugnutt,32, TOT,51,0,22,14,8,118,1217,1099,2.52,4,7.2,2809,0,0,-1.64,0,0,0,0,1999-00,0.903,0.0,101
Ron Tugnutt,32, OTT,44,0,18,12,8,103,1020,917,2.54,4,5.6,2435,0,0,-5.48,0,0,0,0,1999-00,0.899,0.0,106
Ron Tugnutt,32, PIT,7,0,4,2,0,15,197,182,2.4,0,1.6,374,0,0,0.0,0,0,0,0,1999-00,0.924,0.0,0
Roman Turek,29, STL,67,0,42,15,9,129,1470,1341,1.95,7,10.2,3960,0,0,11.54,0,1,1,4,1999-00,0.912,0.0,92
Steve Valiquette,22, NYI,6,0,2,0,0,6,117,111,1.87,0,1.3,193,0,0,0.0,0,0,0,0,1999-00,0.9490000000000001,0.0,0
John Vanbiesbrouck,36, PHI,50,0,25,15,9,108,1143,1035,2.2,3,7.1,2950,0,0,1.28,0,1,1,6,1999-00,0.9059999999999999,0.0,99
Mike Vernon,36, TOT,49,0,24,18,3,115,1380,1265,2.53,1,10.3,2791,0,0,16.94,0,3,3,2,1999-00,0.917,0.0,87
Mike Vernon,36, FLA,34,0,18,13,2,83,1020,937,2.54,1,7.8,2019,0,0,14.52,0,3,3,2,1999-00,0.919,0.0,85
Mike Vernon,36, SJS,15,0,6,5,1,32,360,328,2.49,0,2.5,772,0,0,2.42,0,0,0,0,1999-00,0.9109999999999999,0.0,93
Tomas Vokoun,23, NSH,33,0,9,20,1,87,908,821,2.78,1,5.5,1879,0,0,-0.19,0,1,1,8,1999-00,0.904,0.0,100
Kevin Weekes,24, TOT,56,0,16,27,8,162,1634,1472,3.29,2,9.3,3013,0,0,-5.78,0,1,1,0,1999-00,0.9009999999999999,0.0,104
Kevin Weekes,24, NYI,36,0,10,20,4,115,1173,1058,3.51,1,6.8,2026,0,0,-2.85,0,1,1,0,1999-00,0.902,0.0,103
Kevin Weekes,24, VAN,20,0,6,7,4,47,461,414,2.85,1,2.5,987,0,0,-2.92,0,0,0,0,1999-00,0.898,0.0,107
Ken Wregget,35, DET,29,0,14,10,2,70,700,630,2.66,0,3.9,1579,0,0,-3.07,0,1,1,0,1999-00,0.9,0.0,105
Jean-Sebastien Aubin,21, PIT,17,0,4,3,6,28,304,276,2.22,2,1.8,756,0,0,0.0,0,0,0,0,1998-99,0.9079999999999999,0.0,0
Ryan Bach,25, LAK,3,0,0,3,0,8,66,58,4.45,0,0.2,108,0,0,0.0,0,0,0,0,1998-99,0.879,0.0,0
Tom Barrasso,33, PIT,43,0,19,16,3,98,993,895,2.55,4,5.1,2306,0,0,-6.44,0,3,3,20,1998-99,0.9009999999999999,0.0,107
Ed Belfour*,33, DAL,61,0,35,15,9,117,1373,1256,1.99,5,9.1,3536,0,0,9.6,0,0,0,26,1998-99,0.915,0.0,92
Zac Bierk,22, TBL,1,0,0,1,0,2,21,19,2.04,0,0.1,59,0,0,0.0,0,0,0,0,1998-99,0.905,0.0,0
Craig Billington,32, COL,21,0,11,8,1,52,492,440,2.87,0,2.2,1086,0,0,-6.63,0,0,0,2,1998-99,0.894,0.0,115
Martin Biron,21, BUF,6,0,1,2,1,10,120,110,2.14,0,0.8,281,0,0,0.0,0,0,0,0,1998-99,0.917,0.0,0
Fred Brathwaite,26, CGY,28,0,11,9,7,68,796,728,2.45,1,5.2,1663,0,0,5.4,0,2,2,2,1998-99,0.915,0.0,93
Martin Brochu,25, WSH,2,0,0,2,0,6,55,49,3.01,0,0.2,120,0,0,0.0,0,0,0,2,1998-99,0.8909999999999999,0.0,0
Martin Brodeur*,26, NJD,70,0,39,21,10,162,1728,1566,2.29,4,9.8,4239,0,0,-2.66,0,4,4,4,1998-99,0.9059999999999999,0.0,102
Sean Burke,32, FLA,59,0,21,24,14,151,1624,1473,2.71,3,9.3,3402,0,0,-1.25,0,4,4,27,1998-99,0.907,0.0,101
Jim Carey,24, STL,4,0,1,2,0,13,76,63,3.87,0,-0.2,202,0,0,0.0,0,0,0,0,1998-99,0.8290000000000001,0.0,0
Frederic Chabot,30, MTL,11,0,1,3,0,16,188,172,2.25,0,1.2,430,0,0,0.0,0,0,0,2,1998-99,0.915,0.0,0
Dan Cloutier,22, NYR,22,0,6,8,3,49,570,521,2.68,0,3.7,1097,0,0,3.56,0,0,0,2,1998-99,0.914,0.0,93
Marcel Cousineau,25, NYI,6,0,0,4,0,14,119,105,2.87,0,0.4,293,0,0,0.0,0,0,0,0,1998-99,0.882,0.0,0
Byron Dafoe,27, BOS,68,0,32,23,11,133,1800,1667,2.0,10,14.1,4001,0,0,32.98,0,2,2,25,1998-99,0.9259999999999999,0.0,80
Marc Denis,21, COL,4,0,1,1,1,9,110,101,2.49,0,0.8,217,0,0,0.0,0,0,0,0,1998-99,0.9179999999999999,0.0,0
Mike Dunham,26, NSH,44,0,16,23,3,127,1387,1260,3.08,1,8.2,2472,0,0,0.9,0,0,0,4,1998-99,0.9079999999999999,0.0,99
Robert Esche,21, PHX,3,0,0,1,0,7,50,43,3.24,0,0.0,130,0,0,0.0,0,0,0,0,1998-99,0.86,0.0,0
Bob Essensa,34, EDM,39,0,12,14,6,96,974,878,2.76,0,5.0,2091,0,0,-6.19,0,1,1,0,1998-99,0.9009999999999999,0.0,107
Manny Fernandez,24, DAL,1,0,0,1,0,2,29,27,2.01,0,0.2,60,0,0,0.0,0,0,0,0,1998-99,0.9309999999999999,0.0,0
Eric Fichaud,23, NSH,9,0,0,6,0,24,229,205,3.22,0,1.0,447,0,0,0.0,0,0,0,0,1998-99,0.895,0.0,0
Stephane Fiset,28, LAK,42,0,18,21,1,104,1217,1113,2.6,3,8.0,2403,0,0,8.22,0,0,0,2,1998-99,0.915,0.0,93
Mark Fitzpatrick,30, CHI,27,0,6,8,6,64,682,618,2.78,0,3.9,1403,0,0,-1.11,0,1,1,8,1998-99,0.9059999999999999,0.0,102
Wade Flaherty,31, NYI,20,0,5,11,2,53,491,438,3.03,0,2.0,1048,0,0,-7.72,0,0,0,4,1998-99,0.892,0.0,117
Grant Fuhr*,36, STL,39,0,16,11,8,89,827,738,2.43,2,3.4,2193,0,0,-12.74,0,0,0,12,1998-99,0.892,0.0,117
Tyrone Garner,20, CGY,3,0,0,2,0,12,74,62,5.18,0,-0.1,139,0,0,0.0,0,0,0,0,1998-99,0.838,0.0,0
Sean Gauthier,27, SJS,1,0,0,0,0,0,2,2,0.0,0,0.0,3,0,0,0.0,0,0,0,0,1998-99,1.0,0.0,0
Jean-Sebastien Giguere,21, CGY,15,0,6,7,1,46,447,401,3.21,0,2.1,860,0,0,-4.78,0,1,1,4,1998-99,0.897,0.0,112
Jeff Hackett,30, TOT,63,0,26,26,10,150,1616,1466,2.52,5,9.3,3615,0,0,-0.99,0,1,1,12,1998-99,0.907,0.0,101
Jeff Hackett,30, MTL,53,0,24,20,9,117,1360,1243,2.27,5,8.8,3091,0,0,8.41,0,1,1,6,1998-99,0.914,0.0,93
Jeff Hackett,30, CHI,10,0,2,6,1,33,256,223,4.12,0,0.5,524,0,0,0.0,0,0,0,6,1998-99,0.871,0.0,0
Dominik Hasek*,34, BUF,64,0,30,18,14,119,1877,1758,1.87,9,16.8,3817,0,0,54.08,0,0,0,14,1998-99,0.937,0.0,69
Glenn Healy,36, TOR,9,0,6,3,0,27,257,230,2.97,0,1.1,546,0,0,0.0,0,0,0,0,1998-99,0.895,0.0,0
Guy Hebert,32, MDA,69,0,31,29,9,165,2114,1949,2.46,6,15.6,4083,0,0,29.93,0,1,1,0,1998-99,0.922,0.0,85
Ron Hextall,34, PHI,23,0,10,7,4,52,464,412,2.52,0,1.7,1235,0,0,-9.21,0,2,2,2,1998-99,0.888,0.0,122
Corey Hirsch,26, VAN,20,0,3,8,3,48,435,387,3.13,1,1.7,919,0,0,-7.89,0,0,0,0,1998-99,0.89,0.0,120
Kevin Hodson,26, TOT,9,0,2,3,1,20,197,177,2.91,0,1.0,413,0,0,0.0,0,0,0,0,1998-99,0.898,0.0,0
Kevin Hodson,26, TBL,5,0,2,1,1,11,118,107,2.78,0,0.7,238,0,0,0.0,0,0,0,0,1998-99,0.907,0.0,0
Kevin Hodson,26, DET,4,0,0,2,0,9,79,70,3.08,0,0.3,175,0,0,0.0,0,0,0,0,1998-99,0.8859999999999999,0.0,0
Arturs Irbe,31, CAR,62,0,27,20,12,135,1753,1618,2.22,6,13.1,3643,0,0,26.64,0,0,0,10,1998-99,0.9229999999999999,0.0,84
Brent Johnson,21, STL,6,0,3,2,0,10,127,117,2.1,0,0.9,286,0,0,0.0,0,0,0,0,1998-99,0.9209999999999999,0.0,0
Curtis Joseph,31, TOR,67,0,35,24,7,171,1903,1732,2.56,3,11.6,4001,0,0,4.48,0,5,5,6,1998-99,0.91,0.0,97
Nikolai Khabibulin,26, PHX,63,0,32,23,7,130,1681,1551,2.13,8,12.5,3657,0,0,25.01,0,0,0,8,1998-99,0.9229999999999999,0.0,84
Trevor Kidd,26, CAR,25,0,7,10,6,61,640,579,2.69,2,3.5,1358,0,0,-1.99,0,0,0,0,1998-99,0.905,0.0,103
Olaf Kolzig,28, WSH,64,0,26,31,3,154,1538,1384,2.58,4,7.7,3586,0,0,-12.18,0,2,2,19,1998-99,0.9,0.0,109
Scott Langkow,23, PHX,1,0,0,0,0,3,17,14,5.08,0,-0.1,35,0,0,0.0,0,0,0,0,1998-99,0.8240000000000001,0.0,0
Manny Legace,25, LAK,17,0,2,9,2,39,439,400,2.79,0,2.7,899,0,0,1.48,0,1,1,0,1998-99,0.9109999999999999,0.0,96
Norm Maracle,24, DET,16,0,6,5,2,31,379,348,2.27,0,2.6,821,0,0,3.95,0,0,0,0,1998-99,0.9179999999999999,0.0,89
Chris Mason,22, NSH,3,0,0,0,0,6,44,38,5.21,0,0.0,69,0,0,0.0,0,0,0,0,1998-99,0.8640000000000001,0.0,0
Kirk McLean,32, FLA,30,0,9,10,4,73,727,654,2.75,2,3.6,1597,0,0,-5.96,0,0,0,2,1998-99,0.9,0.0,109
Jamie McLennan,27, STL,33,0,13,14,4,70,640,570,2.36,3,2.5,1763,0,0,-10.99,0,0,0,0,1998-99,0.8909999999999999,0.0,119
Tyler Moss,23, CGY,11,0,3,7,0,23,295,272,2.51,0,2.2,550,0,0,0.0,0,1,1,0,1998-99,0.922,0.0,0
Chris Osgood,26, DET,63,0,34,25,4,149,1654,1505,2.42,3,10.0,3691,0,0,3.52,0,3,3,8,1998-99,0.91,0.0,98
Rich Parent,26, STL,10,0,4,3,1,22,193,171,2.54,1,0.7,519,0,0,0.0,0,0,0,2,1998-99,0.8859999999999999,0.0,0
Steve Passmore,26, EDM,6,0,1,4,1,17,183,166,2.82,0,1.1,362,0,0,0.0,0,1,1,2,1998-99,0.907,0.0,0
Jean-Marc Pelletier,20, PHI,1,0,0,1,0,5,29,24,5.0,0,-0.1,60,0,0,0.0,0,0,0,0,1998-99,0.828,0.0,0
Felix Potvin,27, TOT,16,0,5,9,1,56,487,431,3.71,0,1.6,905,0,0,-11.09,0,0,0,0,1998-99,0.885,0.0,125
Felix Potvin,27, NYI,11,0,2,7,1,37,345,308,3.66,0,1.5,606,0,0,-5.19,0,0,0,0,1998-99,0.893,0.0,116
Felix Potvin,27, TOR,5,0,3,2,0,19,142,123,3.82,0,0.2,299,0,0,0.0,0,0,0,0,1998-99,0.866,0.0,0
Daren Puppa,33, TBL,13,0,5,6,1,33,350,317,3.14,2,2.0,691,0,0,-0.73,0,1,1,0,1998-99,0.9059999999999999,0.0,102
Bill Ranford,32, TOT,36,0,6,18,4,110,956,846,3.64,1,3.2,1812,0,0,-21.85,0,0,0,2,1998-99,0.885,0.0,125
Bill Ranford,32, TBL,32,0,3,18,3,102,858,756,3.9,1,2.5,1568,0,0,-22.88,0,0,0,2,1998-99,0.8809999999999999,0.0,129
Bill Ranford,32, DET,4,0,3,0,1,8,98,90,1.96,0,0.7,244,0,0,0.0,0,0,0,0,1998-99,0.9179999999999999,0.0,0
Jeff Reese,32, TOR,2,0,1,1,0,8,51,43,4.51,0,-0.1,106,0,0,0.0,0,0,0,0,1998-99,0.843,0.0,0
Damian Rhodes,29, OTT,45,0,22,13,7,101,1060,959,2.44,3,5.8,2480,0,0,-3.26,1,1,2,4,1998-99,0.905,0.0,103
Mike Richter,32, NYR,68,0,27,30,8,170,1898,1728,2.63,4,11.6,3878,0,0,5.02,0,0,0,0,1998-99,0.91,0.0,97
Dwayne Roloson,29, BUF,18,0,6,8,2,42,460,418,2.77,1,2.7,911,0,0,0.42,0,0,0,4,1998-99,0.909,0.0,99
Mike Rosati,31, WSH,1,0,1,0,0,0,12,12,0.0,0,0.2,28,0,0,0.0,0,0,0,0,1998-99,1.0,0.0,0
Dominic Roussel,28, MDA,18,0,4,5,4,37,478,441,2.51,1,3.6,884,0,0,7.08,0,0,0,0,1998-99,0.9229999999999999,0.0,84
Patrick Roy*,33, COL,61,0,32,19,8,139,1673,1534,2.29,5,11.4,3648,0,0,15.27,0,2,2,28,1998-99,0.917,0.0,90
Tommy Salo,27, TOT,64,0,25,28,9,159,1647,1488,2.57,5,8.8,3718,0,0,-7.13,0,0,0,12,1998-99,0.903,0.0,105
Tommy Salo,27, NYI,51,0,17,26,7,132,1368,1236,2.62,5,7.3,3018,0,0,-5.86,0,0,0,12,1998-99,0.904,0.0,105
Tommy Salo,27, EDM,13,0,8,2,2,27,279,252,2.32,0,1.5,700,0,0,0.0,0,0,0,0,1998-99,0.903,0.0,0
Corey Schwab,28, TBL,40,0,8,25,3,126,1153,1027,3.52,0,4.6,2146,0,0,-19.68,0,4,4,4,1998-99,0.8909999999999999,0.0,119
Steve Shields,26, SJS,37,0,15,11,8,80,1011,931,2.22,4,7.3,2162,0,0,13.22,0,1,1,6,1998-99,0.9209999999999999,0.0,86
Mikhail Shtalenkov,33, TOT,38,0,13,19,4,90,886,796,2.62,3,4.3,2062,0,0,-8.3,0,0,0,2,1998-99,0.898,0.0,110
Mikhail Shtalenkov,33, EDM,34,0,12,17,3,81,782,701,2.67,3,3.6,1819,0,0,-8.89,0,0,0,2,1998-99,0.8959999999999999,0.0,112
Mikhail Shtalenkov,33, PHX,4,0,1,2,1,9,104,95,2.22,0,0.7,243,0,0,0.0,0,0,0,0,1998-99,0.9129999999999999,0.0,0
Peter Skudra,25, PIT,37,0,15,11,5,89,822,733,2.89,3,3.4,1914,0,0,-13.2,0,0,0,2,1998-99,0.892,0.0,117
Garth Snow,29, VAN,65,0,20,31,8,171,1715,1544,2.99,6,8.6,3501,0,0,-12.86,0,1,1,34,1998-99,0.9,0.0,108
Jamie Storr,23, LAK,28,0,12,12,2,61,724,663,2.4,4,4.9,1525,0,0,5.76,0,1,1,6,1998-99,0.9159999999999999,0.0,91
Rick Tabaracci,30, WSH,23,0,4,12,3,50,530,480,2.66,2,3.0,1193,0,0,-1.13,0,0,0,2,1998-99,0.9059999999999999,0.0,102
Robbie Tallas,25, BOS,17,0,7,7,2,43,421,378,2.61,1,2.0,987,0,0,-4.18,0,0,0,0,1998-99,0.898,0.0,111
Chris Terreri,34, NJD,12,0,8,3,1,30,294,264,2.48,1,1.4,726,0,0,0.0,0,1,1,0,1998-99,0.898,0.0,0
Jose Theodore,22, MTL,18,0,4,12,0,50,406,356,3.29,1,1.0,913,0,0,-12.56,0,0,0,0,1998-99,0.877,0.0,134
Jocelyn Thibault,24, TOT,62,0,24,30,7,159,1685,1526,2.69,5,9.4,3543,0,0,-3.63,0,1,1,2,1998-99,0.9059999999999999,0.0,102
Jocelyn Thibault,24, CHI,52,0,21,26,5,136,1435,1299,2.71,4,8.0,3014,0,0,-3.68,0,1,1,2,1998-99,0.905,0.0,103
Jocelyn Thibault,24, MTL,10,0,3,4,2,23,250,227,2.61,1,1.5,529,0,0,0.0,0,0,0,0,1998-99,0.9079999999999999,0.0,0
Andrei Trefilov,29, TOT,5,0,0,4,0,15,104,89,4.75,0,0.0,187,0,0,0.0,0,0,0,0,1998-99,0.856,0.0,0
Andrei Trefilov,29, CGY,4,0,0,3,0,11,84,73,4.01,0,0.1,162,0,0,0.0,0,0,0,0,1998-99,0.8690000000000001,0.0,0
Andrei Trefilov,29, CHI,1,0,0,1,0,4,20,16,9.7,0,-0.1,25,0,0,0.0,0,0,0,0,1998-99,0.8,0.0,0
Ron Tugnutt,31, OTT,43,0,22,10,8,75,1005,930,1.79,3,7.8,2508,0,0,17.67,0,0,0,0,1998-99,0.925,0.0,81
Roman Turek,28, DAL,26,0,16,3,3,48,562,514,2.29,1,3.7,1382,0,0,3.82,0,0,0,0,1998-99,0.915,0.0,93
John Vanbiesbrouck,35, PHI,62,0,27,18,15,135,1380,1245,2.19,6,7.2,3712,0,0,-7.75,0,1,1,12,1998-99,0.902,0.0,106
Mike Vernon,35, SJS,49,0,16,22,10,107,1200,1093,2.43,4,7.4,2831,0,0,3.65,0,0,0,8,1998-99,0.9109999999999999,0.0,97
Tomas Vokoun,22, NSH,37,0,12,18,4,96,1041,945,2.95,1,6.1,1954,0,0,-0.01,0,1,1,6,1998-99,0.9079999999999999,0.0,100
Jimmy Waite,29, PHX,16,0,6,5,4,41,390,349,2.74,1,1.7,898,0,0,-5.04,0,0,0,2,1998-99,0.895,0.0,114
Kevin Weekes,23, VAN,11,0,0,8,1,34,257,223,3.83,0,0.4,532,0,0,0.0,0,0,0,0,1998-99,0.868,0.0,0
Derek Wilkinson,24, TBL,5,0,1,3,1,13,128,115,3.08,0,0.6,253,0,0,0.0,0,0,0,0,1998-99,0.898,0.0,0
Ken Wregget,34, CGY,27,0,10,12,4,67,712,645,2.87,1,4.0,1590,0,0,-1.35,0,1,1,8,1998-99,0.9059999999999999,0.0,102
Tom Askey,23, MDA,7,0,0,1,2,12,113,101,2.64,0,0.5,273,0,0,0.0,0,0,0,0,1997-98,0.894,0.0,0
Tom Barrasso,32, PIT,63,0,31,14,13,122,1556,1434,2.07,7,11.8,3542,0,0,23.89,0,2,2,14,1997-98,0.922,0.0,84
Ed Belfour*,32, DAL,61,0,37,12,10,112,1335,1223,1.88,9,9.3,3581,0,0,13.17,0,0,0,18,1997-98,0.9159999999999999,0.0,89
Zac Bierk,21, TBL,13,0,1,4,1,30,210,180,4.16,0,0.1,433,0,0,0.0,0,0,0,0,1997-98,0.857,0.0,0
Craig Billington,31, COL,23,0,8,7,4,45,588,543,2.32,1,4.6,1162,0,0,10.13,0,0,0,2,1997-98,0.9229999999999999,0.0,82
Martin Brodeur*,25, NJD,70,0,43,17,8,130,1569,1439,1.89,10,11.1,4128,0,0,17.11,0,3,3,10,1997-98,0.917,0.0,88
Sean Burke,31, TOT,52,0,16,23,9,142,1362,1220,2.95,2,6.5,2885,0,0,-14.3,0,2,2,20,1997-98,0.8959999999999999,0.0,111
Sean Burke,31, CAR,25,0,7,11,5,66,655,589,2.8,1,3.4,1415,0,0,-4.59,0,1,1,6,1997-98,0.899,0.0,107
Sean Burke,31, VAN,16,0,2,9,4,49,396,347,3.51,0,1.1,838,0,0,-11.87,0,1,1,14,1997-98,0.8759999999999999,0.0,132
Sean Burke,31, PHI,11,0,7,3,0,27,311,284,2.56,1,2.1,632,0,0,0.0,0,0,0,0,1997-98,0.9129999999999999,0.0,0
Jim Carey,23, BOS,10,0,3,2,1,24,225,201,2.9,2,1.0,496,0,0,0.0,0,0,0,0,1997-98,0.893,0.0,0
Frederic Chabot,29, LAK,12,0,3,3,2,29,267,238,3.14,0,1.2,554,0,0,0.0,0,0,0,0,1997-98,0.8909999999999999,0.0,0
Dan Cloutier,21, NYR,12,0,4,5,1,23,248,225,2.5,0,1.5,551,0,0,0.0,0,0,0,19,1997-98,0.907,0.0,0
Marcel Cousineau,24, TOR,2,0,0,0,0,0,9,9,0.0,0,0.1,17,0,0,0.0,0,0,0,0,1997-98,1.0,0.0,0
Byron Dafoe,26, BOS,65,0,30,25,9,138,1602,1464,2.24,6,10.8,3693,0,0,12.2,0,3,3,2,1997-98,0.914,0.0,92
Mike Dunham,25, NJD,15,0,5,5,3,29,332,303,2.25,1,2.2,773,0,0,2.13,0,1,1,0,1997-98,0.9129999999999999,0.0,93
Bob Essensa,33, EDM,16,0,6,6,1,35,404,369,2.54,0,2.7,825,0,0,2.88,0,0,0,0,1997-98,0.9129999999999999,0.0,92
Manny Fernandez,23, DAL,2,0,1,0,0,2,35,33,1.73,0,0.3,69,0,0,0.0,0,0,0,0,1997-98,0.943,0.0,0
Eric Fichaud,22, NYI,17,0,3,8,3,40,422,382,2.97,0,2.5,807,0,0,-0.43,0,0,0,0,1997-98,0.905,0.0,101
Stephane Fiset,27, LAK,60,0,26,25,8,158,1728,1570,2.71,2,10.7,3497,0,0,4.02,0,1,1,8,1997-98,0.909,0.0,98
Mark Fitzpatrick,29, TOT,46,0,9,31,3,134,1240,1106,3.12,2,5.4,2578,0,0,-17.74,0,1,1,16,1997-98,0.892,0.0,115
Mark Fitzpatrick,29, TBL,34,0,7,24,1,102,975,873,3.16,1,4.6,1938,0,0,-10.58,0,1,1,14,1997-98,0.895,0.0,112
Mark Fitzpatrick,29, FLA,12,0,2,7,2,32,265,233,3.0,1,0.8,640,0,0,0.0,0,0,0,2,1997-98,0.879,0.0,0
Wade Flaherty,30, NYI,16,0,4,4,3,23,309,286,1.99,3,2.5,694,0,0,0.0,0,1,1,0,1997-98,0.9259999999999999,0.0,0
Mike Fountain,26, CAR,3,0,0,3,0,10,68,58,3.68,0,0.0,163,0,0,0.0,0,0,0,2,1997-98,0.853,0.0,0
Grant Fuhr*,35, STL,58,0,29,21,6,138,1354,1216,2.53,3,6.8,3274,0,0,-11.05,0,2,2,6,1997-98,0.898,0.0,109
Jeff Hackett,29, CHI,58,0,21,25,11,126,1520,1394,2.2,8,10.8,3441,0,0,16.52,0,0,0,8,1997-98,0.917,0.0,88
Dominik Hasek*,33, BUF,72,0,33,23,13,147,2149,2002,2.09,13,18.6,4220,0,0,54.49,0,2,2,12,1997-98,0.932,0.0,73
Glenn Healy,35, TOR,21,0,4,10,2,53,453,400,2.98,0,1.5,1068,0,0,-10.53,0,0,0,0,1997-98,0.883,0.0,125
Guy Hebert,31, MDA,46,0,13,24,6,130,1339,1209,2.93,3,7.4,2660,0,0,-4.45,0,1,1,4,1997-98,0.903,0.0,104
Ron Hextall,33, PHI,46,0,21,17,7,97,1089,992,2.17,4,7.0,2688,0,0,5.11,0,0,0,10,1997-98,0.9109999999999999,0.0,95
Corey Hirsch,25, VAN,1,0,0,0,0,5,34,29,6.05,0,0.0,50,0,0,0.0,0,0,0,0,1997-98,0.853,0.0,0
Kevin Hodson,25, DET,21,0,9,3,3,44,444,400,2.67,2,2.4,988,0,0,-2.37,0,0,0,2,1997-98,0.9009999999999999,0.0,106
Kelly Hrudey,37, SJS,28,0,4,16,2,62,600,538,2.73,1,2.9,1360,0,0,-5.74,0,0,0,2,1997-98,0.897,0.0,110
Arturs Irbe,30, VAN,41,0,14,11,6,91,982,891,2.73,2,5.9,1999,0,0,1.07,0,0,0,2,1997-98,0.907,0.0,99
Pat Jablonski,30, CAR,5,0,1,4,0,14,115,101,3.01,0,0.3,279,0,0,0.0,0,0,0,0,1997-98,0.878,0.0,0
Curtis Joseph,30, EDM,71,0,29,31,9,181,1901,1720,2.63,8,11.0,4132,0,0,-2.76,0,2,2,4,1997-98,0.905,0.0,102
Nikolai Khabibulin,25, PHX,70,0,30,28,10,184,1835,1651,2.74,4,9.6,4026,0,0,-11.95,0,2,2,22,1997-98,0.9,0.0,107
Trevor Kidd,25, CAR,47,0,21,21,3,97,1237,1140,2.17,3,9.4,2685,0,0,18.98,0,0,0,2,1997-98,0.922,0.0,84
Olaf Kolzig,27, WSH,64,0,33,18,10,139,1729,1590,2.2,5,12.7,3788,0,0,23.11,0,1,1,12,1997-98,0.92,0.0,86
Scott Langkow,22, PHX,3,0,0,1,1,10,60,50,4.39,0,-0.1,137,0,0,0.0,0,0,0,0,1997-98,0.833,0.0,0
Norm Maracle,23, DET,4,0,2,0,1,6,63,57,2.02,0,0.4,178,0,0,0.0,0,0,0,0,1997-98,0.905,0.0,0
Kirk McLean,31, TOT,44,0,14,21,5,141,1188,1047,3.54,1,3.8,2390,0,0,-29.61,0,1,1,0,1997-98,0.8809999999999999,0.0,127
Kirk McLean,31, VAN,29,0,6,17,4,97,800,703,3.68,1,2.4,1583,0,0,-21.99,0,0,0,0,1997-98,0.879,0.0,129
Kirk McLean,31, FLA,7,0,4,2,1,22,207,185,3.25,0,0.9,406,0,0,0.0,0,0,0,0,1997-98,0.894,0.0,0
Kirk McLean,31, CAR,8,0,4,2,0,22,181,159,3.29,0,0.5,401,0,0,0.0,0,1,1,0,1997-98,0.878,0.0,0
Jamie McLennan,26, STL,30,0,16,8,2,60,618,558,2.17,2,3.4,1658,0,0,-2.06,0,0,0,4,1997-98,0.903,0.0,104
Andy Moog,37, MTL,42,0,18,17,5,97,1024,927,2.49,3,6.0,2337,0,0,-0.99,0,0,0,4,1997-98,0.905,0.0,101
Tyler Moss,22, CGY,6,0,2,3,1,20,186,166,3.27,0,0.8,367,0,0,0.0,0,0,0,0,1997-98,0.892,0.0,0
Jason Muzzatti,27, TOT,7,0,0,3,2,19,169,150,3.36,0,0.7,340,0,0,0.0,0,0,0,10,1997-98,0.888,0.0,0
Jason Muzzatti,27, NYR,6,0,0,3,2,17,156,139,3.26,0,0.7,313,0,0,0.0,0,0,0,10,1997-98,0.8909999999999999,0.0,0
Jason Muzzatti,27, SJS,1,0,0,0,0,2,13,11,4.49,0,0.0,27,0,0,0.0,0,0,0,0,1997-98,0.846,0.0,0
Chris Osgood,25, DET,64,0,33,20,11,140,1605,1465,2.21,6,10.6,3807,0,0,10.49,0,0,0,31,1997-98,0.9129999999999999,0.0,93
Rich Parent,25, STL,1,0,0,0,0,0,1,1,0.0,0,0.0,12,0,0,0.0,0,0,0,0,1997-98,1.0,0.0,0
Felix Potvin,26, TOR,67,0,26,33,7,176,1882,1706,2.73,5,11.2,3864,0,0,0.46,0,0,0,8,1997-98,0.9059999999999999,0.0,100
